LANGUAGE,ORIGINAL,ENGLISH,CZECH,GERMAN,RUSSIAN,POLISH,HUNGARIAN,ITALIAN,SPANISH,FRENCH,CHINESE,PORTUGUESE,JAPANESE,CHINESESIMP,
STR_EXPANSION_ELCAN,Elcan SpecterDR1.5/6x Scope,Elcan SpecterDR1.5/6x Scope,Elcan SpecterDR1.5/6x,Elcan SpecterDR1.5/6x Visier,Оптический прицел Elcan SpecterDR1.5/6x,Celownik Elcan SpecterDR1.5/6x,Elcan SpecterDR1.5/6x Távcső,Mirino Elcan SpecterDR1.5/6x,Mira Elcan SpecterDR1.5/6x,Viseur Elcan SpecterDR1.5/6x,Elcan SpecterDR1.5/6x 瞄準鏡,Elcan SpecterDR1.5/6x Scope,Elcan SpecterDR1.5/6x スコープ,Elcan SpecterDR1.5/6x 瞄准镜,
STR_EXPANSION_ELCAN_DESC,"The SpecterDR, ""Dual Role"" is a variable magnifaction scope offering both a 1.5x and 6x magnifcation level.","The SpecterDR, ""Dual Role"" is a variable magnifaction scope offering both a 1.5x and 6x magnifcation level.","SpecterDR, „Dual Role“, je variabilní rozsah zvětšení, který nabízí jak úroveň zvětšení 1,5x, tak 6x.","Das SpecterDR, ""Dual Role"" ist ein Visier mit variabler Vergrößerung von 1,5x bis 6x.",Обладает переменной кратностью увеличения - от 1.5 до 6.,"SpecterDR, ""Dual Role"" jest celownikiem o zmiennym powiększeniem pomiędzy 1.5x oraz 6x.","A SpecterDR, ""Dual Role"", változó nagyítási szinttekkel rendelkezik, 1,5x illetve 6x.","Lo SpecterDR (Dual Role, Doppio Ruolo) è un mirino ad ingrandimento variable. Da 1.5x a 6x","El SpecterDR, ""Dual Role"" es un alcance de aumento variable que ofrece un nivel de aumento de 1.5x y 6x.","Le SpectreDR, ""Dual Role"" est une lunette à grossissement variable offrant à la fois un niveau de grossissement de 1,5x et 6x.",這一款瞄準鏡可以在1.5倍和6倍之間任意切換,"O SpecterDR, ""Função Dupla"" é um escopo de ampliação variável que oferece um nível de amplificação de 1.5x e 6x.",SpecterDR スコープは Dual Role（二つの役割）を持ち合わせていて、1.5倍及び6倍の望遠率が切り替え可能です,这一款瞄准镜可以在1.5倍和6倍之间任意切换,
STR_EXPANSION_ANPEQ15,AN/PEQ-15 Laser Sight,AN/PEQ-15 Laser Sight,AN/PEQ-15 Laser Sight,AN / PEQ-15 Laservisier,Лазерный прицел AN/PEQ-15,AN/PEQ-15 Laser Sight,AN/PEQ-15 Laser Sight,Mirino Laser AN/PEQ-15,AN/PEQ-15 Mira Laser,Visée laser AN/PEQ-15,AN / PEQ-15 激光瞄準器,AN/PEQ-15 Laser Sight,AN/PEQ-15 Laser Sight,AN / PEQ-15 激光瞄准器,
STR_EXPANSION_ANPEQ15_DESC,"Laser Sight featuring both green and red laser modules, but it seems the green one is faulty.","Laser Sight featuring both green and red laser modules, but it seems the green one is faulty.","Laser Sight featuring both green and red laser modules, but it seems the green one is faulty.","Laservisier mit grünen und roten Lasermodulen, aber das grüne scheint fehlerhaft zu sein.","Лазерный прицел с зеленым и красным лазерными модулями, но кажется, что зеленый неисправен.","Laser Sight featuring both green and red laser modules, but it seems the green one is faulty.","Laser Sight featuring both green and red laser modules, but it seems the green one is faulty.","Mirino laser che permette di scegliere tra moduli a laser rosso o verde, ma sembra che il verde sia non funzionante","Mira laser presenta módulos láser verde y rojo, pero parece que el verde está defectuoso.","Visée laser comportant des modules laser vert et rouge, mais il semble que le vert soit défectueux.",Laser Sight 具有綠色和紅色激光模塊，但似乎綠色的目前有點問題。,"Laser Sight featuring both green and red laser modules, but it seems the green one is faulty.","Laser Sight featuring both green and red laser modules, but it seems the green one is faulty.",Laser Sight 具有绿色和红色激光模块，但似乎绿色的目前有点问题。,
STR_EXPANSION_PMII25,SB PMII 25x Sniper Scope,SB PMII 25x Sniper Scope,SB PMII 25x Sniper Scope,SB PMII 25x Scharfschützenfernrohr,Снайперский прицел SB PMII 25x,SB PMII 25x Sniper Scope,SB PMII 25x Sniper Scope,Mirino da Cecchino SB PMII 25x,SB PMII 25x Mira de Francotirador,Viseur Sniper SB PMII 25x,SB PMII 25x 狙擊鏡,SB PMII 25x Sniper Scope,SB PMII 25x Sniper Scope,SB PMII 25x 狙击镜,
STR_EXPANSION_PMII25_DESC,"Sniper scope with very high magnification, 12x-25x","Sniper scope with very high magnification, 12x-25x","Sniper scope with very high magnification, 12x-25x","Scharfschützenfernrohr mit sehr hoher Vergrößerung, 12x-25x","Снайперский прицел с очень большим увеличением, 12x-25x","Sniper scope with very high magnification, 12x-25x","Sniper scope with very high magnification, 12x-25x",Mirino da Cecchino con un ingrandimento ottimo per lunga distanza. 12x-25x,"Mira de francotirador con una gran magnificación, 12x-25x","Lunette de tireur d'élite à très fort grossissement, 12x-25x",狙擊鏡具有很高的放大倍率：12x-25x,"Sniper scope with very high magnification, 12x-25x","Sniper scope with very high magnification, 12x-25x",狙击镜具有很高的放大倍率：12x-25x,
STR_EXPANSION_DT11,DT11,DT11,DT11,DT11,DT11,DT11,DT11,DT11,DT11,DT11,DT11,DT11,DT11,DT11,
STR_EXPANSION_DT11_DESC,Double-barreled break-action shotgun. Capable of firing both barrels simultaneously. Use both 12ga bucks and slugs.,Double-barreled break-action shotgun. Capable of firing both barrels simultaneously. Use both 12ga bucks and slugs.,Double-barreled break-action shotgun. Capable of firing both barrels simultaneously. Use both 12ga bucks and slugs.,Double-barreled break-action shotgun. Capable of firing both barrels simultaneously. Use both 12ga bucks and slugs.,Двуствольный дробовик. Способен стрелять из обоих стволов одновременно. ,Double-barreled break-action shotgun. Capable of firing both barrels simultaneously. Use both 12ga bucks and slugs.,Double-barreled break-action shotgun. Capable of firing both barrels simultaneously. Use both 12ga bucks and slugs.,Fucile a scatto a doppia canna. In grado di sparare entrambe le cartucce simultaneamente. Compatibile sia con proiettili da .12ga che pallettoni. ,"Escopeta de doble cañón de ruptura. Capaz de disparar ambos cañones simultáneamente. Usa tanto 12ga de perdigones y ""slugs"" .",Fusil à pompe à double coup. Capable de tirer simultanément les deux barils. Compatible avec n'importe quelles cartouches de 12.,雙管破發shot彈槍。能夠同時發射兩個槍管。同時使用12ga的雄鹿和。,Double-barreled break-action shotgun. Capable of firing both barrels simultaneously. Use both 12ga bucks and slugs.,Double-barreled break-action shotgun. Capable of firing both barrels simultaneously. Use both 12ga bucks and slugs.,双管破发shot弹枪。能够同时发射两个枪管。同时使用12ga的雄鹿和。,
STR_EXPANSION_M79,M79,M79,M79,M79,M79,M79,M79,M79,M79,M79,M79發射器,M79,M79,M79发射器,
STR_EXPANSION_M79_DESC,"The M79 grenade launcher is a single-shot, shoulder-fired, break-action grenade launcher that fires a 40×46mm grenade, which uses what the US Army calls the High-Low Propulsion System to keep recoil forces low, and first appeared during the Vietnam War.","The M79 grenade launcher is a single-shot, shoulder-fired, break-action grenade launcher that fires a 40×46mm grenade, which uses what the US Army calls the High-Low Propulsion System to keep recoil forces low, and first appeared during the Vietnam War.","The M79 grenade launcher is a single-shot, shoulder-fired, break-action grenade launcher that fires a 40×46mm grenade, which uses what the US Army calls the High-Low Propulsion System to keep recoil forces low, and first appeared during the Vietnam War.","Der M79-Granatwerfer ist ein schulterbefeuerter Granatwerfer mit einem Schuss, der eine 40 × 46-mm-Granate abfeuert, die das von der US-Armee als High-Low-Antriebssystem bezeichnete System verwendet, um die Rückstoßkräfte niedrig zu halten der Vietnamkrieg.","М79 - представляет собой однозарядный гранатомет, который запускает гранату 40 × 46 мм. Приклад и цевьё деревянные, на прикладе установлен резиновый затыльник-амортизатор отдачи. Широко использовался в войне во Вьетнаме, где зарекомендовал себя надёжным, простым и точным оружием.","Granatnik M79 to granatnik działający pojedynczo, strzelający w ramię, strzelający granatem 40 × 46 mm, który wykorzystuje to, co armia amerykańska nazywa Wysoko-niskim systemem napędowym, aby utrzymać niskie siły odrzutu, i po raz pierwszy pojawił się podczas wojna w Wietnamie.","The M79 grenade launcher is a single-shot, shoulder-fired, break-action grenade launcher that fires a 40×46mm grenade, which uses what the US Army calls the High-Low Propulsion System to keep recoil forces low, and first appeared during the Vietnam War.","L'M79 è un Lanciagranate a colpo singolo, con calcio a spalla e carica a scatto, che usa granate da 40x46mm, che utilizzano quello che l' Esercito Americano definisce ""Sistema di Propulsione a pressione Alta-Bassa"", che permette di ridurre il rinculo. Apparso per la prima volta durante il conflitto in Vietna","El lanzagranadas M79 es un lanzagranadas de acción única, disparado por el hombro, de acción de rotura que dispara una granada de 40 × 46 mm, que utiliza lo que el Ejército de EE. UU. Llama el Sistema de propulsión alto-bajo para mantener bajas las fuerzas de retroceso, y apareció por primera vez durante La guerra de Vietnam.","Le lance-grenades M79 est un lance-grenades à action unique, à tir d'épaule, qui tire une grenade du 40×46mm, qui utilise ce que l'armée américaine appelle le système de propulsion haut-bas pour maintenir les forces de recul faibles, et est apparu pour la première fois pendant la guerre du Vietnam.",M79榴彈發射器是一種單發肩射破甲榴彈發射器，發射40×46毫米榴彈，使用美軍所謂的高低推進系統來保持低後座力，最早出現在越南戰爭期間。,"O lançador de granadas M79 é um lançador de granadas de tiro único, disparado no ombro, que dispara uma granada de 40 × 46 mm, que usa o que o Exército dos EUA chama de Sistema de Propulsão Alto-Baixo para manter baixas as forças de recuo e apareceu pela primeira vez durante a guerra do Vietnã.","The M79 grenade launcher is a single-shot, shoulder-fired, break-action grenade launcher that fires a 40×46mm grenade, which uses what the US Army calls the High-Low Propulsion System to keep recoil forces low, and first appeared during the Vietnam War.",M79榴弹发射器是一种单发肩射破甲榴弹发射器，发射40×46毫米榴弹，使用美军所谓的高低推进系统来保持低后座力，最早出现在越南战争期间。,
STR_EXPANSION_AMMO_M203_SMOKE_DESC,"40mm smoke grenade, intended for use in the M79 Grenade launcher.","40mm smoke grenade, intended for use in the M79 Grenade launcher.","40mm smoke grenade, intended for use in the M79 Grenade launcher.",40 mm Rauchgranate. Passt in einen M79 Granatenwerfer.,"40-мм дымовая граната, предназначена для использования в гранатомете M79.","40mm smoke grenade, intended for use in the M79 Grenade launcher.","40mm smoke grenade, intended for use in the M79 Grenade launcher.","Granata fumogena da 40mm, pensata per l'utilizzo con un M79","Granada de humo de 40 mm, destinada al uso en el lanzagranadas M79.","Grenade fumigène de 40 mm, destinée à être utilisée dans le lance-grenades M79.",40毫米煙霧彈，用於M79榴彈發射器。,"40mm smoke grenade, intended for use in the M79 Grenade launcher.","40mm smoke grenade, intended for use in the M79 Grenade launcher.",40毫米烟雾弹，用于M79榴弹发射器。,
STR_EXPANSION_AMMO_M203_STICKY_SMOKE_DESC,"40mm smoke grenade, intended for use in the M79 Grenade launcher. This one has been coated in a sticky substance.","40mm smoke grenade, intended for use in the M79 Grenade launcher. This one has been coated in a sticky substance.","40mm smoke grenade, intended for use in the M79 Grenade launcher. This one has been coated in a sticky substance.",40 mm haftende Rauchgranate. Passt in einen M79 Granatenwerfer.,"40-мм дымовая граната, предназначена для использования в гранатомете M79. Этот был покрыт липким веществом.","40mm smoke grenade, intended for use in the M79 Grenade launcher. This one has been coated in a sticky substance.","40mm smoke grenade, intended for use in the M79 Grenade launcher. This one has been coated in a sticky substance.","Granata fumogena da 40mm, pensata per l'utilizzo con un M79","Granada de humo de 40 mm, destinada al uso en el lanzagranadas M79. Este ha sido recubierta con una sustancia pegajosa.","Grenade fumigène de 40 mm, destinée à être utilisée dans le lance-grenades M79. Celui-ci a été recouvert d'une substance collante.",40毫米煙霧彈，用於M79榴彈發射器。這已經被塗上了粘性物質。,"40mm smoke grenade, intended for use in the M79 Grenade launcher. This one has been coated in a sticky substance.","40mm smoke grenade, intended for use in the M79 Grenade launcher. This one has been coated in a sticky substance.",40毫米烟雾弹，用于M79榴弹发射器。这已经被涂上了粘性物质。,
STR_EXPANSION_AMMO_M203_SMOKE_WHITE,M203 Smoke (White),M203 Smoke (White),M203 Smoke (White),M203 Rauchgranate (Weiß),M203 Smoke (White),M203 Smoke (White),M203 Smoke (White),Fumogeno M203 (Bianco),M203 Humo (blanco),Fumigène M203 (Blanc),M203煙霧（白色）,M203 Smoke (White),M203 Smoke (White),M203烟雾（白色）,
STR_EXPANSION_AMMO_M203_SMOKE_RED,M203 Smoke (Red),M203 Smoke (Red),M203 Smoke (Red),M203 Rauchgranate (Rot),M203 Smoke (Red),M203 Smoke (Red),M203 Smoke (Red),Fumogeno M203 (Rosso),M203 Humo (Rojo),Fumigène M203 (Rouge),M203煙霧（紅色）,M203 Smoke (Red),M203 Smoke (Red),M203烟雾（红色）,
STR_EXPANSION_AMMO_M203_SMOKE_GREEN,M203 Smoke (Green),M203 Smoke (Green),M203 Smoke (Green),M203 Rauchgranate (Grün),M203 Smoke (Green),M203 Smoke (Green),M203 Smoke (Green),Fumogeno M203 (Verde),M203 Humo (Verde),Fumigène M203 (Vert),M203煙霧（綠色）,M203 Smoke (Green),M203 Smoke (Green),M203烟雾（绿色）,
STR_EXPANSION_AMMO_M203_SMOKE_YELLOW,M203 Smoke (Yellow),M203 Smoke (Yellow),M203 Smoke (Yellow),M203 Rauchgranate (Gelb),M203 Smoke (Yellow),M203 Smoke (Yellow),M203 Smoke (Yellow),Fumogeno M203 (Giallo),M203 Humo (amarillo),Fumigène M203 (Jaune),M203煙霧（黃色）,M203 Smoke (Yellow),M203 Smoke (Yellow),M203烟雾（黄色）,
STR_EXPANSION_AMMO_M203_SMOKE_PURPLE,M203 Smoke (Purple),M203 Smoke (Purple),M203 Smoke (Purple),M203 Rauchgranate (Violett),M203 Smoke (Purple),M203 Smoke (Purple),M203 Smoke (Purple),Fumogeno M203 (Viola),M203 Humo (morado),Fumigène M203 (Violet),M203煙（紫色）,M203 Smoke (Purple),M203 Smoke (Purple),M203烟（紫色）,
STR_EXPANSION_AMMO_M203_SMOKE_TEARGAS,M203 Teargas Grenade,M203 Teargas Grenade,M203 Teargas Grenade,M203 Tränengasgranate,M203 Teargas Grenade,M203 Teargas Grenade,M203 Teargas Grenade,Lacrimogeno M203,M203 Granada de gas lacrimógeno,Grenade à gaz lacrymogène M203,M203催淚彈,M203 Teargas Grenade,M203 Teargas Grenade,M203催泪弹,
STR_EXPANSION_AMMO_M203_SMOKE_TEARGAS_DESC,"40mm teargas smoke grenade, intended for use in the M79 Grenade launcher. Great at dispersing crowds.","40mm teargas smoke grenade, intended for use in the M79 Grenade launcher. Great at dispersing crowds.","40mm teargas smoke grenade, intended for use in the M79 Grenade launcher. Great at dispersing crowds.",40mm Tränengasgranate. Passt in einen M79 Granatenwerfer.,"40-миллиметровая дымовая граната со слезоточивым газом, предназначена для использования в гранатомете M79. Отлично разгоняет толпу.","40mm teargas smoke grenade, intended for use in the M79 Grenade launcher. Great at dispersing crowds.","40mm teargas smoke grenade, intended for use in the M79 Grenade launcher. Great at dispersing crowds.","Granata lacrimogena da 40mm, pensata per l'utilizzo con un M79. Ottima per disperdere le folle.","Granada de humo de gas lacrimógeno de 40 mm, destinada al uso en el lanzagranadas M79. Excelente para dispersar multitudes.","Grenade fumigène à gaz lacrymogène de 40 mm, destinée à être utilisée dans le lance-grenades M79. Idéal pour disperser les foules.",40毫米催淚彈煙霧彈，用於M79榴彈發射器。擅長分散人群。,"40mm teargas smoke grenade, intended for use in the M79 Grenade launcher. Great at dispersing crowds.","40mm teargas smoke grenade, intended for use in the M79 Grenade launcher. Great at dispersing crowds.",40毫米催泪弹烟雾弹，用于M79榴弹发射器。擅长分散人群。,
STR_EXPANSION_AMMO_M203_HE,M203 HE,M203 HE,M203 HE,M203 HE,M203 HE,M203 HE,M203 HE,M203 HE,M203 Alto poder explosivo,M203 HE,M203 HE,M203 HE,M203 HE,M203 HE,
STR_EXPANSION_AMMO_M203_HE_DESC,"40mm high-explosive grenade, intended for use in the M79 Grenade launcher.","40mm high-explosive grenade, intended for use in the M79 Grenade launcher.","40mm high-explosive grenade, intended for use in the M79 Grenade launcher.",40mm Explosive Granate. Passt in einen M79 Granatenwerfer.,"40-мм взрывная граната, предназначенная для использования в гранатомете М79.","40mm high-explosive grenade, intended for use in the M79 Grenade launcher.","40mm high-explosive grenade, intended for use in the M79 Grenade launcher.",Cartuccia ad alto potenziale (High Explosive - HE) pensata per l'utilizzo con un M79.,"Granada de 40 mm de alto poder explosivo, diseñada para usarse en el lanzagranadas M79.","Grenade explosive de 40 mm, destinée à être utilisée dans le lance-grenades M79.",40毫米高爆榴彈，用於M79榴彈發射器。,"40mm high-explosive grenade, intended for use in the M79 Grenade launcher.","40mm high-explosive grenade, intended for use in the M79 Grenade launcher.",40毫米高爆榴弹，用于M79榴弹发射器。,
STR_EXPANSION_AMMO_M203_SMOKE_WHITE_STICKY,M203 Sticky Smoke (White),M203 Sticky Smoke (White),M203 Sticky Smoke (White),M203 haftende Rauchgranate (Weiß),М203 Липкий дым (белый),M203 Sticky Smoke (White),M203 Sticky Smoke (White),M203 Sticky Smoke (White),M203 Sticky Smoke (White),Fumigène Collante M203 (Blanc),M203 粘煙（白）,M203 Sticky Smoke (White),M203 Sticky Smoke (White),M203 粘烟（白）,
