LANGUAGE,ORIGINAL,ENGLISH,CZECH,GERMAN,RUSSIAN,POLISH,HUNGARIAN,ITALIAN,SPANISH,FRENCH,CHINESE,PORTUGUESE,JAPANESE,CHINESESIMP,
STR_EXPANSION_GARAGE_ERROR_STORED,Can't store vehicle %1. Can't find vehicle object. Vehicle has already been stored?!,Can't store vehicle %1. Can't find vehicle object. Vehicle has already been stored?!,Can't store vehicle %1. Can't find vehicle object. Vehicle has already been stored?!,Can't store vehicle %1. Can't find vehicle object. Vehicle has already been stored?!,Не удается сохранить автомобиль %1. Не удается найти объект транспортного средства. Автомобиль уже был сохранен?!,Can't store vehicle %1. Can't find vehicle object. Vehicle has already been stored?!,Can't store vehicle %1. Can't find vehicle object. Vehicle has already been stored?!,Impossibile immagazzinare il veicolo %1. Impossibile trovarlo! Che sia stato già immagazzinato?,Can't store vehicle %1. Can't find vehicle object. Vehicle has already been stored?!,Impossible de stocker le véhicule %1. Impossible de trouver l'objet véhicule. Le véhicule a déjà été stocké ? !,Can't store vehicle %1. Can't find vehicle object. Vehicle has already been stored?!,Can't store vehicle %1. Can't find vehicle object. Vehicle has already been stored?!,Can't store vehicle %1. Can't find vehicle object. Vehicle has already been stored?!,无法存储车辆%1。找不到车辆对象。车辆已存储？！,
STR_EXPANSION_GARAGE_ERROR_STORELIMIT,Can't store vehicle %1. Max storable vehicle limit reached!,Can't store vehicle %1. Max storable vehicle limit reached!,Can't store vehicle %1. Max storable vehicle limit reached!,Can't store vehicle %1. Max storable vehicle limit reached!,Не удается сохранить автомобиль %1. Достигнут максимальный лимит хранимых транспортных средств!,Can't store vehicle %1. Max storable vehicle limit reached!,Can't store vehicle %1. Max storable vehicle limit reached!,Impossibile immagazzinare il veicolo %1. Raggiunto massimo di veicoli!,Can't store vehicle %1. Max storable vehicle limit reached!,Impossible de stocker le véhicule %1. Limite maximale de véhicules stockables atteinte !,Can't store vehicle %1. Max storable vehicle limit reached!,Can't store vehicle %1. Max storable vehicle limit reached!,Can't store vehicle %1. Max storable vehicle limit reached!,无法存储车辆%1。已达到最大可存储车辆限制！,
STR_EXPANSION_GARAGE_ERROR_TERRITORY,Can't store vehicle %1. You are in foreign territory!,Can't store vehicle %1. You are in foreign territory!,Can't store vehicle %1. You are in foreign territory!,Can't store vehicle %1. You are in foreign territory!,Не удается сохранить автомобиль %1. Вы находитесь на чужой территории!,Can't store vehicle %1. You are in foreign territory!,Can't store vehicle %1. You are in foreign territory!,Impossibile immagazzinare il veicolo %1. Sei in un territorio straniero!,Can't store vehicle %1. You are in foreign territory!,Impossible de stocker le véhicule %1. Vous êtes en territoire étranger !,Can't store vehicle %1. You are in foreign territory!,Can't store vehicle %1. You are in foreign territory!,Can't store vehicle %1. You are in foreign territory!,无法存储车辆%1。您在国外！,
STR_EXPANSION_GARAGE_INFO,GARAGE INFO,GARAGE INFO,GARAGE INFO,GARAGE INFO,ИНФОРМАЦИЯ О ГАРАЖЕ,GARAGE INFO,GARAGE INFO,INFO GARAGE,GARAGE INFO,INFORMATIONS GARAGE,GARAGE INFO,GARAGE INFO,GARAGE INFO,车库信息,
STR_EXPANSION_GARAGE_INFO_CARGO,- Vehicles with items in there cargo can not be stored.,- Vehicles with items in there cargo can not be stored.,- Vehicles with items in there cargo can not be stored.,- Vehicles with items in there cargo can not be stored.,- Транспортные средства с предметами в грузе не могут быть складированы.,- Vehicles with items in there cargo can not be stored.,- Vehicles with items in there cargo can not be stored.,- I veicoli con oggetti in inventario non possono essere immagazzinati!,- Vehicles with items in there cargo can not be stored.,- Les véhicules avec des objets dans leur cargaison ne peuvent pas être stockés.,- Vehicles with items in there cargo can not be stored.,- Vehicles with items in there cargo can not be stored.,- Vehicles with items in there cargo can not be stored.,-不能存放装有货物的车辆。,
STR_EXPANSION_GARAGE_INFO_GROUP_RETRIEVE,- All your group members can retrieve your vehicles when near a garage access point.,- All your group members can retrieve your vehicles when near a garage access point.,- All your group members can retrieve your vehicles when near a garage access point.,- All your group members can retrieve your vehicles when near a garage access point.,"- Все члены вашей группы могут получить ваши автомобили, находясь рядом с точкой доступа в гараж.",- All your group members can retrieve your vehicles when near a garage access point.,- All your group members can retrieve your vehicles when near a garage access point.,- Tutti i membri del gruppo possono recuperare i tuoi veicoli vicino ad un punto di accesso garage.,- All your group members can retrieve your vehicles when near a garage access point.,- Tous les membres de votre groupe peuvent récupérer vos véhicules à proximité d'un point d'accès au garage.,- All your group members can retrieve your vehicles when near a garage access point.,- All your group members can retrieve your vehicles when near a garage access point.,- All your group members can retrieve your vehicles when near a garage access point.,-当靠近车库入口时，您的所有小组成员都可以取回您的车辆。,
STR_EXPANSION_GARAGE_INFO_GROUP_STORE,- All your group members can store your vehicles when near a garage access point.,- All your group members can store your vehicles when near a garage access point.,- All your group members can store your vehicles when near a garage access point.,- All your group members can store your vehicles when near a garage access point.,"- Все члены вашей группы могут хранить ваши автомобили, находясь рядом с точкой доступа к гаражу.",- All your group members can store your vehicles when near a garage access point.,- All your group members can store your vehicles when near a garage access point.,- Tutti i membri del gruppo possono immagazzinare i tuoi veicoli vicino ad un punto di accesso garage.,- All your group members can store your vehicles when near a garage access point.,- Tous les membres de votre groupe peuvent stocker vos véhicules à proximité d'un point d'accès au garage.,- All your group members can store your vehicles when near a garage access point.,- All your group members can store your vehicles when near a garage access point.,- All your group members can store your vehicles when near a garage access point.,-当靠近车库入口时，您的所有小组成员都可以存放您的车辆。,
STR_EXPANSION_GARAGE_INFO_GROUP_STOREANDRETRIEVE,- All your group members can store and retrieve your vehicles when near a garage access point.,- All your group members can store and retrieve your vehicles when near a garage access point.,- All your group members can store and retrieve your vehicles when near a garage access point.,- All your group members can store and retrieve your vehicles when near a garage access point.,"- Все члены вашей группы могут хранить и извлекать ваши автомобили, находясь рядом с точкой доступа в гараж.",- All your group members can store and retrieve your vehicles when near a garage access point.,- All your group members can store and retrieve your vehicles when near a garage access point.,- Tutti i membri del gruppo possono immagazzinare e recuperare i tuoi veicoli vicino ad un punto di accesso garage.,- All your group members can store and retrieve your vehicles when near a garage access point.,- Tous les membres de votre groupe peuvent stocker et récupérer vos véhicules à proximité d'un point d'accès au garage.,- All your group members can store and retrieve your vehicles when near a garage access point.,- All your group members can store and retrieve your vehicles when near a garage access point.,- All your group members can store and retrieve your vehicles when near a garage access point.,-当靠近车库入口时，您的所有小组成员都可以存储和取回您的车辆。,
STR_EXPANSION_GARAGE_INFO_KEY,- Vehicles need a paired key bound to them to be stored.,- Vehicles need a paired key bound to them to be stored.,- Vehicles need a paired key bound to them to be stored.,- Vehicles need a paired key bound to them to be stored.,- Для хранения транспортных средств необходим привязанный к ним парный ключ.,- Vehicles need a paired key bound to them to be stored.,- Vehicles need a paired key bound to them to be stored.,- Il veicolo richiede una chiave accoppiata per poter essere immagazzinato,- Vehicles need a paired key bound to them to be stored.,- Les véhicules ont besoin d'une clé jumelée qui leur est liée pour être stockés.,- Vehicles need a paired key bound to them to be stored.,- Vehicles need a paired key bound to them to be stored.,- Vehicles need a paired key bound to them to be stored.,-车辆需要绑定到其上的配对钥匙才能存储。,
STR_EXPANSION_GARAGE_INFO_PRICE,- Storing a vehicle will cost you the displayed amount on the vehicle entry.,- Storing a vehicle will cost you the displayed amount on the vehicle entry.,- Storing a vehicle will cost you the displayed amount on the vehicle entry.,- Storing a vehicle will cost you the displayed amount on the vehicle entry.,"- Хранение автомобиля обойдется вам в сумму, указанную в записи о транспортном средстве.",- Storing a vehicle will cost you the displayed amount on the vehicle entry.,- Storing a vehicle will cost you the displayed amount on the vehicle entry.,"- Immagazzinare un veicolo ti costerà quanto mostrato nella voce ""veicolo""",- Storing a vehicle will cost you the displayed amount on the vehicle entry.,- Le stockage d'un véhicule vous coûtera le montant affiché sur la fiche du véhicule.,- Storing a vehicle will cost you the displayed amount on the vehicle entry.,- Storing a vehicle will cost you the displayed amount on the vehicle entry.,- Storing a vehicle will cost you the displayed amount on the vehicle entry.,-存储车辆将花费车辆条目上显示的金额。,
STR_EXPANSION_GARAGE_INFO_RAIDING,- Vehicles can be retrieved by other players if they gain access to a garage access point within a territory.,- Vehicles can be retrieved by other players if they gain access to a garage access point within a territory.,- Vehicles can be retrieved by other players if they gain access to a garage access point within a territory.,- Vehicles can be retrieved by other players if they gain access to a garage access point within a territory.,"- Транспортные средства могут быть получены другими игроками, если они получат доступ к точке доступа к гаражу на территории.",- Vehicles can be retrieved by other players if they gain access to a garage access point within a territory.,- Vehicles can be retrieved by other players if they gain access to a garage access point within a territory.,- I veicoli possono essere recuperati da altri giocatori  se ottengono l'accesso ad un punto di accesso Garage nel territorio in cui vengono immagazzinati,- Vehicles can be retrieved by other players if they gain access to a garage access point within a territory.,- Les véhicules peuvent être récupérés par d'autres joueurs s'ils accèdent à un point d'accès de garage dans un territoire.,- Vehicles can be retrieved by other players if they gain access to a garage access point within a territory.,- Vehicles can be retrieved by other players if they gain access to a garage access point within a territory.,- Vehicles can be retrieved by other players if they gain access to a garage access point within a territory.,-如果其他玩家能够进入某个区域内的车库接入点，则他们可以取回车辆。,
STR_EXPANSION_GARAGE_INFO_RETRIEVE,- Vehicles retrieve in the exact same position they are stored.,- Vehicles retrieve in the exact same position they are stored.,- Vehicles retrieve in the exact same position they are stored.,- Vehicles retrieve in the exact same position they are stored.,"- Транспортные средства возвращаются в том же положении, в котором они хранятся.",- Vehicles retrieve in the exact same position they are stored.,- Vehicles retrieve in the exact same position they are stored.,- I veicoli vengono ripristinati nella stessa posizione in cui sono stati immagazzinati,- Vehicles retrieve in the exact same position they are stored.,- Les véhicules récupèrent exactement la même position qu'ils sont stockés.,- Vehicles retrieve in the exact same position they are stored.,- Vehicles retrieve in the exact same position they are stored.,- Vehicles retrieve in the exact same position they are stored.,-车辆在存储的相同位置取回。,
STR_EXPANSION_GARAGE_INFO_STORE,"- Store vehicles to protect them over restarts, from thieves and DayZ bugs.","- Store vehicles to protect them over restarts, from thieves and DayZ bugs.","- Store vehicles to protect them over restarts, from thieves and DayZ bugs.","- Store vehicles to protect them over restarts, from thieves and DayZ bugs.","- Храните автомобили, чтобы защитить их после перезапуска, от воров и багов DayZ.","- Store vehicles to protect them over restarts, from thieves and DayZ bugs.","- Store vehicles to protect them over restarts, from thieves and DayZ bugs.","- Immagazzina veicoli per proteggerli durante i restart, dai ladri e dai bug di DayZ","- Store vehicles to protect them over restarts, from thieves and DayZ bugs.","- Stockez les véhicules pour les protéger des redémarrages, des voleurs et des bugs DayZ.","- Store vehicles to protect them over restarts, from thieves and DayZ bugs.","- Store vehicles to protect them over restarts, from thieves and DayZ bugs.","- Store vehicles to protect them over restarts, from thieves and DayZ bugs.",-存储车辆，以防止车辆重新启动，免受小偷和DayZ漏洞的侵害。,
STR_EXPANSION_GARAGE_INFO_TERRITORY,- You must be member or owner of a territory to access the Virtual Garage.,- You must be member or owner of a territory to access the Virtual Garage.,- You must be member or owner of a territory to access the Virtual Garage.,- You must be member or owner of a territory to access the Virtual Garage.,"- Вы должны быть членом или владельцем территории, чтобы получить доступ к Виртуальному гаражу.",- You must be member or owner of a territory to access the Virtual Garage.,- You must be member or owner of a territory to access the Virtual Garage.,- Devi essere membro di un territorio per accedere al Garage Virtuale,- You must be member or owner of a territory to access the Virtual Garage.,- Vous devez être membre ou propriétaire d'un territoire pour accéder au Garage Virtuel.,- You must be member or owner of a territory to access the Virtual Garage.,- You must be member or owner of a territory to access the Virtual Garage.,- You must be member or owner of a territory to access the Virtual Garage.,-您必须是某个区域的成员或所有者才能访问虚拟车库。,
STR_EXPANSION_GARAGE_INFO_WARRANTY,- Vehicles destroyed by the Virtual Garage retrieval will not be compensated.,- Vehicles destroyed by the Virtual Garage retrieval will not be compensated.,- Vehicles destroyed by the Virtual Garage retrieval will not be compensated.,- Vehicles destroyed by the Virtual Garage retrieval will not be compensated.,"- Транспортные средства, уничтоженные в результате извлечения из виртуального гаража, не будут компенсированы.",- Vehicles destroyed by the Virtual Garage retrieval will not be compensated.,- Vehicles destroyed by the Virtual Garage retrieval will not be compensated.,- I veicoli persi dopo averli ripristinati dal Garage Virtuale non verranno compensati in caso di perdita,- Vehicles destroyed by the Virtual Garage retrieval will not be compensated.,- Les véhicules perdus après la récupération du garage virtuel ne seront pas indemnisés.,- Vehicles destroyed by the Virtual Garage retrieval will not be compensated.,- Vehicles destroyed by the Virtual Garage retrieval will not be compensated.,- Vehicles destroyed by the Virtual Garage retrieval will not be compensated.,-被虚拟车库检索损坏的车辆将不会得到赔偿。,
STR_EXPANSION_GARAGE_MENU_CURRENCY,Currency:,Currency:,Currency:,Currency:,Валюта:,Currency:,Currency:,Valuta:,Currency:,Monnaie:,Currency:,Currency:,Currency:,货币：,
STR_EXPANSION_GARAGE_MENU_CURRENCY_TOTAL,Total,Total,Total,Total,Всего,Total,Total,Totale,Total,Totale,Total,Total,Total,全部,
STR_EXPANSION_GARAGE_MENU_ERROR_NOTERRITORY,You are not a owner or member of a territory! You need a territory to use the virtual garage!,You are not a owner or member of a territory! You need a territory to use the virtual garage!,You are not a owner or member of a territory! You need a territory to use the virtual garage!,You are not a owner or member of a territory! You need a territory to use the virtual garage!,Вы не являетесь владельцем или членом территории! Для использования виртуального гаража вам необходима территория!,You are not a owner or member of a territory! You need a territory to use the virtual garage!,You are not a owner or member of a territory! You need a territory to use the virtual garage!,Non sei il proprietario o membro di un territorio! Ti serve un territorio per usare il garage virtuale!,You are not a owner or member of a territory! You need a territory to use the virtual garage!,Vous n'êtes pas propriétaire ou membre d'un territoire ! Vous avez besoin d'un territoire pour utiliser le garage virtuel !,You are not a owner or member of a territory! You need a territory to use the virtual garage!,You are not a owner or member of a territory! You need a territory to use the virtual garage!,You are not a owner or member of a territory! You need a territory to use the virtual garage!,您不是某个地区的所有者或成员！你需要一个恐怖玩具才能使用虚拟车库！,
STR_EXPANSION_GARAGE_MENU_ERROR_NOVEHICLES,There is no vehicles to store/retrieve that can be displayed!,There is no vehicles to store/retrieve that can be displayed!,There is no vehicles to store/retrieve that can be displayed!,There is no vehicles to store/retrieve that can be displayed!,"Нет транспортных средств для хранения/извлечения, которые могут быть отображены!",There is no vehicles to store/retrieve that can be displayed!,There is no vehicles to store/retrieve that can be displayed!,Non c'è un veicolo da immagazzinare / recuperare che possa essere mostrato!,There is no vehicles to store/retrieve that can be displayed!,Il n'y a aucun véhicule à stocker/récupérer qui puisse être affiché !,There is no vehicles to store/retrieve that can be displayed!,There is no vehicles to store/retrieve that can be displayed!,There is no vehicles to store/retrieve that can be displayed!,没有可显示的要存储/检索的车辆！,
STR_EXPANSION_GARAGE_MENU_INFO,INFORMATION,INFORMATION,INFORMATION,INFORMATION,ИНФОРМАЦИЯ,INFORMATION,INFORMATION,INFORMAZIONI,INFORMATION,INFORMATION,INFORMATION,INFORMATION,INFORMATION,信息,
STR_EXPANSION_GARAGE_MENU_STORED_VEHICLES,STORED VEHICLES,STORED VEHICLES,STORED VEHICLES,STORED VEHICLES,ХРАНЯЩИЕСЯ АВТОМОБИЛИ,STORED VEHICLES,STORED VEHICLES,VEICOLI IMMAGAZZINATI,STORED VEHICLES,VÉHICULES STOCKÉS,STORED VEHICLES,STORED VEHICLES,STORED VEHICLES,存储的车辆,
STR_EXPANSION_GARAGE_MENU_TITLE,GARAGE,GARAGE,GARAGE,GARAGE,ГАРАЖ,GARAGE,GARAGE,GARAGE,GARAGE,GARAGE,GARAGE,GARAGE,GARAGE,车库,
STR_EXPANSION_GARAGE_MENU_WORLD_VEHICLES,WORLD VEHICLES,WORLD VEHICLES,WORLD VEHICLES,WORLD VEHICLES,ТРАНСПОРТНЫЕ СРЕДСТВА МИРА,WORLD VEHICLES,WORLD VEHICLES,VEICOLI ESTERNI,WORLD VEHICLES,VÉHICULES DEHORS,WORLD VEHICLES,WORLD VEHICLES,WORLD VEHICLES,世界汽车,
STR_EXPANSION_GARAGE_SUCCESS_RETRIEVE,Vehicle %1 has been retrieved from the virtual garage! Position %2.,Vehicle %1 has been retrieved from the virtual garage! Position %2.,Vehicle %1 has been retrieved from the virtual garage! Position %2.,Vehicle %1 has been retrieved from the virtual garage! Position %2.,Автомобиль %1 был извлечен из виртуального гаража! Позиция %2.,Vehicle %1 has been retrieved from the virtual garage! Position %2.,Vehicle %1 has been retrieved from the virtual garage! Position %2.,Il veicolo %1 è stato recuperato dal garage virtuale! Posizione %2,Vehicle %1 has been retrieved from the virtual garage! Position %2.,Le véhicule %1 a été récupéré du garage virtuel ! Poste %2.,Vehicle %1 has been retrieved from the virtual garage! Position %2.,Vehicle %1 has been retrieved from the virtual garage! Position %2.,Vehicle %1 has been retrieved from the virtual garage! Position %2.,已从虚拟车库中检索到车辆%1！%2,
STR_EXPANSION_GARAGE_SUCCESS_STORE,Vehicle %1 has been stored in the virtual garage!,Vehicle %1 has been stored in the virtual garage!,Vehicle %1 has been stored in the virtual garage!,Vehicle %1 has been stored in the virtual garage!,Автомобиль %1 был помещен в виртуальный гараж!,Vehicle %1 has been stored in the virtual garage!,Vehicle %1 has been stored in the virtual garage!,Il veicolo %1 è stato immagazzinato nel garage virtuale,Vehicle %1 has been stored in the virtual garage!,Le véhicule %1 a été stocké dans le garage virtuel !,Vehicle %1 has been stored in the virtual garage!,Vehicle %1 has been stored in the virtual garage!,Vehicle %1 has been stored in the virtual garage!,车辆%1已存储在虚拟车库中！,
