LANGUAGE,ORIGINAL,ENGLISH,CZECH,GERMAN,RUSSIAN,POLISH,HUNGARIAN,ITALIAN,SPANISH,FRENCH,CHINESE,PORTUGUESE,JAPANESE,CHINESESIMP,
STR_EXPANSION_BOOK_GROUP_INVITE_PLAYER,INVITE PLAYER,INVITE PLAYER,POZVAT HRÁČE,SPIELER EINLADEN,ПРИГЛАСИТЬ ИГРОКА,INVITE PLAYER,INVITE PLAYER,INVITA GIOCATORE,INVITAR JUGADOR,INVITER JOUEUR,INVITE PLAYER,INVITE PLAYER,INVITE PLAYER,邀请玩家,
STR_EXPANSION_BOOK_GROUP_INVITE_PLAYER_DESC,Are you sure you want to invite this player to your party?,Are you sure you want to invite this player to your party?,"Jste si jisti, že chcete pozvat tohoto hráče do vaší skupiny?",Möchtest du diesen Spieler wirklich in deine Gruppe einladen?,"Вы уверены, что хотите пригласить этого игрока в свою группу?",Are you sure you want to invite this player to your party?,Are you sure you want to invite this player to your party?,Sicuro di voler invitare questo giocatore nel tuo gruppo?,Estas seguro de que quieres invitar a este jugador a tu grupo?,Êtes-vous sûr de vouloir inviter ce joueur à votre groupe ?,Are you sure you want to invite this player to your party?,Are you sure you want to invite this player to your party?,Are you sure you want to invite this player to your party?,您确定要邀请该玩家加入您的派对吗？,
STR_EXPANSION_BOOK_GROUP_INVITE_TITLE,INVITE MEMBER,INVITE MEMBER,POZVAT ČLENA,MITGLIED EINLADEN,ПРИГЛАСИТЬ УЧАСТНИКА,ZAPROŚ CZŁONKA,INVITE MEMBER,INVITA MEMBRO,INVITAR MIEMBRO,INVITER UN MEMBRE,INVITE MEMBER,CONVIDAR MEMBRO,メンバーを招待,邀请成员,
STR_EXPANSION_BOOK_GROUP_KICK,KICK,KICK,VYKOPNOUT,HERAUSWERFEN,ВЫГНАТЬ,WYRZUĆ,KICK,CACCIA,ECHAR,EXCLURE,KICK,EXPULSAR,キック,踢出,
STR_EXPANSION_BOOK_GROUP_LEAVE,LEAVE PARTY,LEAVE PARTY,OPUSTIT SKUPINU,GRUPPE VERLASSEN,ПОКИНУТЬ ГРУППУ,LEAVE PARTY,LEAVE PARTY,LASCIA GRUPPO,ABANDONAR GRUPO,QUITTER LE GROUPE,LEAVE PARTY,LEAVE PARTY,LEAVE PARTY,离开派对,
STR_EXPANSION_BOOK_GROUP_LEAVE_GROUP,Are you sure you want to leave this party?,Are you sure you want to leave this party?,"Jste si jisti, že chcete opustit tuto skupinu?",Möchtest du diese Gruppe wirklich verlassen?,"Вы уверены, что хотите покинуть эту группу?",Are you sure you want to leave this party?,Are you sure you want to leave this party?,Sicuro di voler lasciare questo gruppo?,Estas seguro que deseas abandonar el grupo?,Êtes-vous sûr de vouloir quitter ce groupe ?,Are you sure you want to leave this party?,Are you sure you want to leave this party?,Are you sure you want to leave this party?,你确定要离开这个聚会吗？,
STR_EXPANSION_BOOK_GROUP_MEMBERS_COUNT,MEMBER COUNT:,MEMBER COUNT:,POČET ČLENŮ:,MITGLIEDERZAHL:,ЧИСЛО УЧАСТНИКОВ:,ILOŚC CZŁONKÓW,MEMBER COUNT:,CONTEGGIO MEMBRI,CANTIDAD DE MIEMBROS:,NOMBRE DE MEMBRES:,MEMBER COUNT:,CONTAGEM DE JOGADORES:,メンバー数：,成员数：,
STR_EXPANSION_BOOK_GROUP_MEMBERS_LIST_TITLE,GROUP MEMBERS,GROUP MEMBERS,ČLENOVÉ SKUPINY,GRUPPENMITGLIEDER,УЧАСТНИКИ ГРУППЫ,CZŁONKOWIE GRUPY,GROUP MEMBERS,MEMBRI DEL GRUPPO,MIEMBROS DEL GRUPO,MEMBRES DU GROUPE,GROUP MEMBERS,MEMBROS DO GRUPO,グループメンバー,群组成员,
STR_EXPANSION_BOOK_GROUP_MEMBER_PERM_DELETE,Delete party:,Delete party:,Odstranit skupinu:,Gruppe löschen:,Удалить группу:,Delete party:,Delete party:,Cancella Gruppo:,Borrar grupo:,Supprimer le groupe:,Delete party:,Delete party:,Delete party:,删除方：,
STR_EXPANSION_BOOK_GROUP_MEMBER_PERM_WITHDRAW,Withdraw money:,Withdraw money:,Vybrat peníze:,Geld abheben:,Снять деньги:,Withdraw money:,Withdraw money:,Preleva Soldi:,Retirar dinero:,Retirer de l'argent:,Withdraw money:,Withdraw money:,Withdraw money:,取款：,
STR_EXPANSION_BOOK_GROUP_NAME,GROUP NAME:,GROUP NAME:,NÁZEV SKUPINY:,GRUPPENNAME:,НАЗВАНИЕ ГРУППЫ:,NAZWA GRUPY:,GROUP NAME:,NOME GRUPPO:,NOMBRE DE GRUPO:,NOM DU GROUPE:,GROUP NAME:,NOME DO GRUPO:,グループ名：,群组名：,
STR_EXPANSION_BOOK_GROUP_TAG,GROUP TAG:,GROUP TAG:,ZKRATKA SKUPINY:,GROUP TAG:,МЕТКА ГРУППЫ:,GROUP TAG:,GROUP TAG:,GROUP TAG:,GROUP TAG:,GROUP TAG:,GROUP TAG:,GROUP TAG:,GROUP TAG:,GROUP TAG:,
STR_EXPANSION_BOOK_GROUP_PAGE_TITLE,CREATE GROUP,CREATE GROUP,VYTVOŘ SKUPINU,GRUPPE ERSTELLEN,СОЗДАТЬ ГРУППУ,STWÓRZ GRUPĘ,CREATE GROUP,CREA GRUPPO,CREAR GRUPO,CRÉER UN GROUPE,CREATE GROUP,CRIAR GRUPO,グループを作成,创建群组,
STR_EXPANSION_BOOK_GROUP_QUIT,QUIT,QUIT,VYPNOUT,VERLASSEN,ПОКИНУТЬ,WYJDŹ,QUIT,ESCI,SALIR,QUITTER,QUIT,SAIR,やめる,退出,
STR_EXPANSION_BOOK_MEMBERS,Members,Members,Členové,Mitglieder,Участники,Members,Members,Membri,Members,Membres,Members,Members,Members,成员,
STR_EXPANSION_BOOK_RULES,SERVER RULES,SERVER RULES,PRAVIDLA SERVERU,SERVER REGELN,ПРАВИЛА СЕРВЕРА,SERVER RULES,SERVER RULES,REGOLE SERVER,REGLAS DEL SERVIDOR,RÈGLES DU SERVEUR,SERVER RULES,SERVER RULES,SERVER RULES,服务器规则,
STR_EXPANSION_BOOK_SERVERINFO_LABEL,SERVER DESCRIPTION,SERVER DESCRIPTION,POPIS SERVERU,SERVERBESCHREIBUNG,ОПИСАНИЕ СЕРВЕРА,OPIS SERWERA,SERVER DESCRIPTION,DESCRIZIONE DEL SERVER,DESCRPICIÓN DEL SERVIDOR,DESCRIPTION DU SERVEUR,SERVER DESCRIPTION,DESCRIÇÃO DO SERVIDOR,サーバー内容,服务器描述,
STR_EXPANSION_BOOK_SERVERINFO_NAME,SERVER NAME,SERVER NAME,NÁZEV SERVERU,SERVER NAME,ИМЯ СЕРВЕРА,SERVER NAME,SERVER NAME,SERVER NAME,NOMBRE DEL SERVIDOR,NOM DU SERVEUR,SERVER NAME,SERVER NAME,SERVER NAME,服务器名称,
STR_EXPANSION_BOOK_SERVERINFO_PLAYER_COUNT,PLAYER COUNT:,PLAYER COUNT:,POČET HRÁČŮ:,SPIELERZAHL:,ЧИСЛО ИГРОКОВ:,ILOŚC GRACZY:,PLAYER COUNT:,CONTEGGIO GIOCATORI:,CANTIDAD DE JUGADORES:,JOUEURS:,PLAYER COUNT:,NÚMERO DE JOGADORES:,プレーヤー数：,玩家数：,
STR_EXPANSION_BOOK_SERVERINFO_PLAYTIME,PLAYTIME:,PLAYTIME:,CELKOVÝ ČAS HRANÍ:,SPIELZEIT:,ВРЕМЯ ИГРЫ:,CZAS GRY:,PLAYTIME:,TEMPO DI GIOCO:,TIEMPO JUGADO:,TEMPS DE JEU:,PLAYTIME:,TEMPO DE JOGO:,プレー時間：,运行时间：,
STR_EXPANSION_BOOK_SERVERINFO_SERVER_UPTIME,SERVER UPTIME:,SERVER UPTIME:,JAK DLOUHO BĚŽÍ SERVER:,SERVER-LAUFZEIT,ВРЕМЯ РАБОТЫ СЕРВЕРА:,SERWER ONLINE OD:,SERVER UPTIME:,SERVER UP DA:,TIEMPO DE ACTIVIDAD DEL SERVIDOR:,SERVEUR EN LIGNE DEPUIS:,SERVER UPTIME:,SERVIDOR ONLINE:,サーバー継続時間：,服务器正常运行时间：,
STR_EXPANSION_BOOK_SERVERINFO_SETTINGS,SERVER SETTINGS,SERVER SETTINGS,NASTAVENÍ SERVERU,SERVER SETTINGS,НАСТРОЙКИ СЕРВЕРА,SERVER SETTINGS,SERVER SETTINGS,IMPOSTAZIONI SERVER,AJUSTES DEL SERVIDOR,PARAMÈTRES DU SERVEUR,SERVER SETTINGS,SERVER SETTINGS,SERVER SETTINGS,服务器设置,
STR_EXPANSION_BOOK_SETTINGS_DISABLED,DISABLED,DISABLED,ZAKÁZÁNO,DEAKTIVIERT,ВЫКЛЮЧЕНО,WYŁĄCZONE,DISABLED,DISABILITATO,DESHABILITADO,DÉSACTIVÉ,DISABLED,DESLIGADO,無効,停用,
STR_EXPANSION_BOOK_SETTINGS_ENABLED,ENABLED,ENABLED,POVOLENO,AKTIVIERT,ВКЛЮЧЕНО,WŁĄCZONE,ENABLED,ABILITATO,HABILITADO,ACTIVÉ,ENABLED,LIGADO,有効,启用,
STR_EXPANSION_BOOK_SETTINGS_TITLE,CLIENT SETTINGS,CLIENT SETTINGS,NASTAVENÍ KLIENTA,BENUTZEREINSTELLUNGEN,НАСТРОЙКИ КЛИЕНТА,USTAWIENIA GRACZA,CLIENT SETTINGS,IMPOSTAZIONI CLIENT,AJUSTES DE CLIENTE,OPTIONS CLIENT,CLIENT SETTINGS,OPÇÕES DE USUÁRIO,クライアント設定,客户端设定,
STR_EXPANSION_BOOK_TAB_CRAFTING_RECIPES,Crafting Recipes,Crafting Recipes,Recepty na výrobu,Crafting,Рецепты крафта,Crafting Recipes,Crafting Recipes,Schemi di creazione,Crafting Recipes,Recettes de Craft,Crafting Recipes,Crafting Recipes,Crafting Recipes,制作指引,
STR_EXPANSION_BOOK_TAB_PARTY_INVITES,Party Invites,Party Invites,Pozvánky do skupiny,Gruppen-Einladungen,Приглашения группы,Party Invites,Party Invites,Inviti di gruppo,Party Invites,Invitations de Groupes,Party Invites,Party Invites,Party Invites,派对邀请,
STR_EXPANSION_BOOK_TAB_PARTY_MANAGER,Party Manager,Party Manager,Nastavení skupiny,Gruppen-Verwaltung,Менеджер группы,Party Manager,Party Manager,Gestore Gruppo,Party Manager,Gestion du Groupe,Party Manager,Party Manager,Party Manager,组队管理,
STR_EXPANSION_BOOK_TAB_PARTY_NAME,PARTY NAME,PARTY NAME,NÁZEV SKUPINY,Gruppen-Name,ИМЯ ГРУППЫ,PARTY NAME,PARTY NAME,Nome Gruppo,PARTY NAME,NOM DU GROUPE,PARTY NAME,PARTY NAME,PARTY NAME,派对名称,
STR_EXPANSION_BOOK_TAB_SERVER_INFORMATION,Server Information,Server Information,Informace o serveru,Server-Informationen,Информация о сервере,Server Information,Server Information,Informazioni Gruppo,Server Information,Informations sur le Serveur,Server Information,Server Information,Server Information,服务器信息,
STR_EXPANSION_BOOK_TAB_SERVER_RULES,Server Rules,Server Rules,Pravidla serveru,Regelwerk,Правила сервера,Server Rules,Server Rules,REGOLE DEL SERVER,Server Rules,Règles du serveur,Server Rules,Server Rules,Server Rules,服务器规则,
STR_EXPANSION_BOOK_TAB_SERVER_SETTING_NAME,SETTING NAME,SETTING NAME,NÁZEV NASTAVENÍ,SETTING NAME,НАЗВАНИЕ НАСТРОЙКИ,SETTING NAME,SETTING NAME,NOME IMPOSTAZIONE,SETTING NAME,NOM DU RÉGLAGE,SETTING NAME,SETTING NAME,SETTING NAME,设置名称,
STR_EXPANSION_BOOK_TAB_TERRITORY_INVITES,Territory Invites,Territory Invites,Pozvánky do území,Territorium-Einladungen,Территориальные приглашения,Territory Invites,Territory Invites,Inviti Territorio,Territory Invites,Invitations de territoire,Territory Invites,Territory Invites,Territory Invites,领土邀请,
STR_EXPANSION_BOOK_TAB_TERRITORY_MANAGER,Territory Manager,Territory Manager,Správce území,Territorium-Verwaltung,Менеджер территории,Territory Manager,Territory Manager,Gestore del territorio,Territory Manager,Gestion du Territoire,Territory Manager,Territory Manager,Territory Manager,区域管理,
STR_EXPANSION_BOOK_TAB_TERRITORY_NAME,TERRITORY NAME,TERRITORY NAME,NÁZEV ÚZEMÍ,Territoriums-Name,ИМЯ ТЕРРИТОРИИ,TERRITORY NAME,TERRITORY NAME,NOME TERRITORIO,TERRITORY NAME,NOM DU TERRITOIRE,TERRITORY NAME,TERRITORY NAME,TERRITORY NAME,地区名称,
STR_EXPANSION_BOOK_TAB_TERRITORY_TITLE,TITLE,TITLE,NÁZEV ÚZEMÍ,TITEL,ТИТУЛ,TITLE,TITLE,TITOLO,TITLE,TITRE,TITLE,TITLE,TITLE,标题,
STR_EXPANSION_BOOK_TERRITORY,TERRITORY,TERRITORY,ÚZEMÍ,TERRITORIUM,ТЕРРИТОРИЯ,TEREN,TERRITORY,TERRITORIO,TERRITORIO,TERRITOIRE,TERRITORY,TERRITÓRIO,テリトリー,领土,
STR_EXPANSION_BOOK_TERRITORY_DELETE,DELETE,DELETE,SMAZAT,LÖSCHEN,УДАЛИТЬ,USUŃ,DELETE,ELIMINA,BORRAR,SUPPRIMER,DELETE,DELETAR,テリトリーを消滅させる,删除,
STR_EXPANSION_BOOK_TERRITORY_DELETE_TERRITORY,DELETE TERRITORY,DELETE TERRITORY,SMAZAT ÚZEMÍ,Territorium auflösen,УДАЛИТЬ ТЕРРИТОРИЮ,DELETE TERRITORY,DELETE TERRITORY,CANCELLA TERRITORIO,BORRAR TERRITORIO,SUPPRIMER LE TERRITOIRE,DELETE TERRITORY,DELETE TERRITORY,DELETE TERRITORY,删除领地,
STR_EXPANSION_BOOK_TERRITORY_DELETE_TERRITORY_CANCEL,CANCEL,CANCEL,ZRUŠIT,ABBRECHEN,ОТМЕНА,CANCEL,CANCEL,ANNULLA,CANCELAR,ANNULER,CANCEL,CANCEL,CANCEL,取消,
STR_EXPANSION_BOOK_TERRITORY_DELETE_TERRITORY_CONFIRM,YES,YES,ANO,JA,ДА,YES,YES,SI,SI,OUI,YES,YES,YES,确定,
STR_EXPANSION_BOOK_TERRITORY_DELETE_TERRITORY_DESC,Are you sure you want to delete this territory? There is no way to undo this!,Are you sure you want to delete this territory? There is no way to undo this!,"Jste si jisti, že chcete smazat toto území? Tuto akci nelze vrátit zpět!",Willst du das Territorium wirklich auflösen? Das kann nicht rückgängig gemacht werden!,"Вы уверены, что хотите удалить эту территорию? Нет способа отменить это!",Are you sure you want to delete this territory? There is no way to undo this!,Are you sure you want to delete this territory? There is no way to undo this!,Sicuro di voler cancellare questo territorio? Non puoi più tornare indietro!,¿Estas seguro de que quieres borrar este territorio? ¡Este cambio no se puede deshacer!,Voulez-vous vraiment supprimer ce territoire? Il n'y a aucun moyen d'annuler cela!,Are you sure you want to delete this territory? There is no way to undo this!,Are you sure you want to delete this territory? There is no way to undo this!,Are you sure you want to delete this territory? There is no way to undo this!,您确定要删除此地区吗？无法撤消此操作！,
STR_EXPANSION_BOOK_TERRITORY_DEMOTE,DEMOTE,DEMOTE,DEGRADOVAT,DEGRADIEREN,ПОНИЗИТЬ,DEMOTE,DEMOTE,DECLASSA,DEGRADAR,RÉTROGRADER,DEMOTE,DEMOTE,DEMOTE,降级,
STR_EXPANSION_BOOK_TERRITORY_ERROR_NO_ONLINE_MEMBERS,No other Members Online,No other Members Online,Žádní další členové online,Keine Mitglieder online,Нет других пользователей онлайн,No other Members Online,No other Members Online,Non ci sono altri membri Online,No hay otros miembros en linea,Aucun autre membre en ligne,No other Members Online,No other Members Online,No other Members Online,没有其它的在线成员,
STR_EXPANSION_BOOK_TERRITORY_ERROR_NO_ONLINE_PLAYERS,No other Players Online,No other Players Online,Žádní další hráči online,Kein anderer Spieler online,Нет других игроков онлайн,No other Players Online,No other Players Online,Non ci sono altri giocatori Online,No hay otros jugadores en linea,Aucun autre joueur en ligne,No other Players Online,No other Players Online,No other Players Online,没有其它的在线玩家,
STR_EXPANSION_BOOK_TERRITORY_INVITE,INVITE,INVITE,POZVAT,EINLADEN,ПРИГЛАСИТЬ,ZAPROŚ,INVITE,INVITA MEMBRO,INVITAR,INVITER,INVITE,CONVIDAR,招待,邀请,
STR_EXPANSION_BOOK_TERRITORY_INVITES_INFO,TERRITORY INVITES,TERRITORY INVITES,POZVÁNKY DO ÚZEMÍ,TERRITORIUM-EINLADUNGEN,ПРИГЛАШЕНИЯ ТЕРРИТОРИИ,TERRITORY INVITES,TERRITORY INVITES,INVITI AL TERRITORIO,INVITACIONES DE TERRITORIOS,INVITATIONS DE TERRITOIRES,TERRITORY INVITES,TERRITORY INVITES,TERRITORY INVITES,领土邀请,
STR_EXPANSION_BOOK_TERRITORY_INVITE_ACCEPT,ACCEPT INVITE,ACCEPT INVITE,PŘIJMOUT POZVÁNKU,ANNEHMEN,ПРИНЯТЬ ПРИГЛАШЕНИЕ,ACCEPT INVITE,ACCEPT INVITE,ACCETTA INVITO,ACEPTAR INVITACIÓN,ACCEPTER L'INVITATION,ACCEPT INVITE,ACCEPT INVITE,ACCEPT INVITE,接受邀请,
STR_EXPANSION_BOOK_TERRITORY_INVITE_DECLINE,DECLINE INVITE,DECLINE INVITE,ODMÍTNOUT POZVÁNKU,ABLEHNEN,ОТКЛОНИТЬ ПРИГЛАШЕНИЕ,DECLINE INVITE,DECLINE INVITE,DECLINA INVITO,RECHAZAR INVITACIÓN,DÉCLINER L'INVITATION,DECLINE INVITE,DECLINE INVITE,DECLINE INVITE,拒绝邀请,
STR_EXPANSION_BOOK_TERRITORY_INVITE_EMPTY,No players to invite!,No players to invite!,Žádní hráči k pozvání!,Keine Spieler zum Einladen:,Нет игроков для приглашения!,No players to invite!,No players to invite!,Nessun giocatore da invitare!,No hay jugadores para invitar!,Aucun joueur à inviter!,No players to invite!,No players to invite!,No players to invite!,没有玩家邀请！,
STR_EXPANSION_BOOK_TERRITORY_INVITE_PLAYER,Are you sure you want to invite this player to your territory?,Are you sure you want to invite this player to your territory?,"Jste si jisti, že chcete pozvat tohoto hráče do svého území?",Möchtest du diesen Spieler wirklich in dein Territorium einladen?,"Вы уверены, что хотите пригласить этого игрока в свою территорию?",Are you sure you want to invite this player to your territory?,Are you sure you want to invite this player to your territory?,Sicuro di voler invitare questo giocatore nel tuo territorio?,Estas seguro de que quieres invitar a este jugador a tu territorio?,Êtes-vous sûr de vouloir inviter ce joueur dans votre territoire ?,Are you sure you want to invite this player to your territory?,Are you sure you want to invite this player to your territory?,Are you sure you want to invite this player to your territory?,您确定要邀请此玩家到您的领土吗？,
STR_EXPANSION_BOOK_TERRITORY_INVITE_SELECT,Select a player to invite:,Select a player to invite:,Vyberte hráče k pozvání:,Wähle einen Spieler zum Einladen:,Выберите игрока для приглашения:,Select a player to invite:,Select a player to invite:,Seleziona un giocatore da invitare:,Seleccione un jugador para invitar:,Sélectionnez un joueur à inviter:,Select a player to invite:,Select a player to invite:,Select a player to invite:,选择要邀请的玩家:,
STR_EXPANSION_BOOK_TERRITORY_INVITE_TITLE,INVITE MEMBER,INVITE MEMBER,POZVAT ČLENA,MITGLIED EINLADEN,ПРИГЛАСИТЬ УЧАСТНИКА,ZAPROŚ CZŁONKA,INVITE MEMBER,INVITA MEMBRO,INVITAR MIEMBRO,INVITER UN MEMBRE,INVITE MEMBER,CONVIDAR MEMBRO,メンバーを招待,邀请成员,
STR_EXPANSION_BOOK_TERRITORY_KICK,KICK,KICK,VYHODIT,HERAUSWERFEN,ИСКЛЮЧИТЬ,KICK,KICK,CACCIA,EXPULSAR,EXPULSER,KICK,KICK,KICK,踢出,
STR_EXPANSION_BOOK_TERRITORY_LEAVE,LEAVE,LEAVE,OPUSTIT,VERLASSEN,ПОКИНУТЬ,LEAVE,LEAVE,ESCI,SALIR,PARTIR,LEAVE,LEAVE,LEAVE,等级,
